Sentence,Labels
"This black female with kinky hair, in a blue blouse and blue boots, who is wearing a pair of gloves with the color white.","{'race': 'black', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'blouse', 'top_color': 'blue', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'gloves', 'accessory_color': 'white'}"
"The woman weared a violet jumper and skirt, has middle black hair. The person also is wearing a pair of red gloves.","{'race': 'NA', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'skirt', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'red'}"
"The asian woman weared dress with the color blue, red skirt and white boots, has long brown hair. The person also is wearing a pair of black sunglasses.","{'race': 'asian', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'dress', 'top_color': 'blue', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'white', 'accessory': 'sunglasses', 'accessory_color': 'black'}"
"The man described as white, in orange skirt and orange sandals, that has middle brown hair. He has belt with the color red.","{'race': 'white', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'belt', 'accessory_color': 'red'}"
"The person with long black kinky hair, in blue jacket and sneakers with the color yellow, who is wearing a pair of orange sunglasses.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'long', 'top': 'jacket', 'top_color': 'blue', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'sunglasses', 'accessory_color': 'orange'}"
"A person with short gray wavy hair, had a violet jacket and white pants, who is wearing a pair of violet glasses.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'jacket', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'glasses', 'accessory_color': 'violet'}"
"That person, short gray wavy hair, a orange jumper, red trousers and blue slippers, is wear a green scarf.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'orange', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'slippers', 'footwear_color': 'blue', 'accessory': 'scarf', 'accessory_color': 'green'}"
"This caucasian man with short black curly hair, wears a dress and orange pants, who is wearing a pair of violet gloves.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'short', 'top': 'dress', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'orange', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'violet'}"
The person has middle wavy hair. The person has a violet dress and yellow pants. The person is wearing a white hat.,"{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'white'}"
"The female has short blond curly hair. She has green jumper, black jeans and violet sneakers. She is wearing earrings.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'green', 'bottom': 'jeans', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'earrings', 'accessory_color': 'NA'}"
"This asian woman with gray hair, weared blue jumper, blue skirt and sandals with the color orange, who is wearing a yellow hat.","{'race': 'asian', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'jumper', 'top_color': 'blue', 'bottom': 'skirt', 'bottom_color': 'blue', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'hat', 'accessory_color': 'yellow'}"
"The asian female wears a black blouse, violet pants and orange sneakers, has long wavy hair. The person also is wearing a pair of green gloves.","{'race': 'asian', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'black', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'gloves', 'accessory_color': 'green'}"
"This caucasian woman, blond curly hair, black dress, green skirt and green sandals, has a ring with the color green.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'green', 'footwear': 'sandals', 'footwear_color': 'green', 'accessory': 'ring', 'accessory_color': 'green'}"
"This man with long white kinky hair, weared black jumper, white skirt and violet sandals, who carries a red handbag.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'long', 'top': 'jumper', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'sandals', 'footwear_color': 'violet', 'accessory': 'handbag', 'accessory_color': 'red'}"
"A asian man, short white curly hair, a green coat, blue shorts and orange sandals.","{'race': 'asian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'short', 'top': 'coat', 'top_color': 'green', 'bottom': 'shorts', 'bottom_color': 'blue', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The asian male with middle white kinky hair, had black suit, yellow shorts and sneakers, who is wearing a orange necklace.","{'race': 'asian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'suit', 'top_color': 'black', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'necklace', 'accessory_color': 'orange'}"
A male has short gray straight hair. He in blue sneakers. He is wearing a orange hat.,"{'race': 'NA', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'hat', 'accessory_color': 'orange'}"
The white woman has short white curly hair. She wears a black jacket and yellow shorts. She has yellow belt.,"{'race': 'white', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'short', 'top': 'jacket', 'top_color': 'black', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'belt', 'accessory_color': 'yellow'}"
"A white man weared pants with the color blue and shoes, has short black kinky hair. The person also is wearing a white hat.","{'race': 'white', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'blue', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'white'}"
"This black male with wavy hair, is wearing a white dress, red pants and green boots, who has a orange ring.","{'race': 'black', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'white', 'bottom': 'pants', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'ring', 'accessory_color': 'orange'}"
"A white woman has a orange coat and black sandals, has long black hair. The person also carries a black handbag.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'black', 'hair_len': 'long', 'top': 'coat', 'top_color': 'orange', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'black', 'accessory': 'handbag', 'accessory_color': 'black'}"
"A asian male with long black wavy hair, has a orange shirt, orange pants and orange boots, who is wearing a pair of violet gloves.","{'race': 'asian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'long', 'top': 'shirt', 'top_color': 'orange', 'bottom': 'pants', 'bottom_color': 'orange', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'gloves', 'accessory_color': 'violet'}"
"A woman, black curly hair, suit with the color blue, trousers and yellow sneakers, is wearing a hat.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'suit', 'top_color': 'blue', 'bottom': 'trousers', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'NA'}"
"That white woman, middle blond wavy hair, green shorts and violet sneakers, has a ring with the color green.","{'race': 'white', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'ring', 'accessory_color': 'green'}"
"The caucasian male has short black wavy hair. He with blouse with the color yellow, green shorts and violet boots. He has white belt.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'short', 'top': 'blouse', 'top_color': 'yellow', 'bottom': 'shorts', 'bottom_color': 'green', 'footwear': 'boots', 'footwear_color': 'violet', 'accessory': 'belt', 'accessory_color': 'white'}"
A male has kinky hair. He weared black shorts.,"{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'NA', 'accessory_color': 'NA'}"
"This caucasian man, short black straight hair, blue jeans and green slippers, carries a handbag with the color white.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'blue', 'footwear': 'slippers', 'footwear_color': 'green', 'accessory': 'handbag', 'accessory_color': 'white'}"
"A white male with middle gray straight hair, wears a violet jumper, white jeans and sneakers with the color red, who is wearing a pair of green sunglasses.","{'race': 'white', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'jeans', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'red', 'accessory': 'sunglasses', 'accessory_color': 'green'}"
"The female, short gray wavy hair, blue boots, is wearing a blue necklace.","{'race': 'NA', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'necklace', 'accessory_color': 'blue'}"
"The caucasian male with middle brown wavy hair, weared tanktop with the color blue, who is wearing a hat with the color yellow.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'blue', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'yellow'}"
"The caucasian male wears a coat, orange trousers and boots with the color blue, has middle white hair. The person also is wearing a white bracelet.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'coat', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'orange', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'bracelet', 'accessory_color': 'white'}"
"A black female weared a violet tanktop, red pants and shoes with the color green, has gray wavy hair. The person also has violet belt.","{'race': 'black', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'red', 'footwear': 'shoes', 'footwear_color': 'green', 'accessory': 'belt', 'accessory_color': 'violet'}"
"A woman had a violet jumper, black trousers and violet sneakers, has short gray hair. The person also is wearing a pair of blue sunglasses.","{'race': 'NA', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'sunglasses', 'accessory_color': 'blue'}"
"A black man in violet suit, trousers with the color red and green shoes, has short blond curly hair. The person also is wearing earrings.","{'race': 'black', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'suit', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'shoes', 'footwear_color': 'green', 'accessory': 'earrings', 'accessory_color': 'NA'}"
"This male, long blond curly hair, black dress, shorts with the color red and blue boots, is wear a blue scarf.","{'race': 'NA', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'dress', 'top_color': 'black', 'bottom': 'shorts', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'scarf', 'accessory_color': 'blue'}"
"A black man had a red suit, yellow shorts and boots with the color yellow, has middle brown curly hair. The person also is wearing a black necklace.","{'race': 'black', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'suit', 'top_color': 'red', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'boots', 'footwear_color': 'yellow', 'accessory': 'necklace', 'accessory_color': 'black'}"
"This woman described as white, weared a black tanktop, white skirt and white sandals, that has blond wavy hair. She is wearing a pair of yellow sunglasses.","{'race': 'white', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'sandals', 'footwear_color': 'white', 'accessory': 'sunglasses', 'accessory_color': 'yellow'}"
"A caucasian female has long gray hair. She has violet suit, black pants and white sandals. She is wearing a pair of glasses.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'suit', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'sandals', 'footwear_color': 'white', 'accessory': 'glasses', 'accessory_color': 'NA'}"
"A woman with short wavy hair, in orange tanktop, black skirt and sneakers with the color yellow.","{'race': 'NA', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'short', 'top': 'tanktop', 'top_color': 'orange', 'bottom': 'skirt', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The black person, long white kinky hair, jumper with the color red, pants and blue sneakers, is wearing a pair of orange gloves.","{'race': 'black', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'long', 'top': 'jumper', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'gloves', 'accessory_color': 'orange'}"
The white person has short blond straight hair. The person had shorts with the color red and black slippers. The person is wearing a bracelet.,"{'race': 'white', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'red', 'footwear': 'slippers', 'footwear_color': 'black', 'accessory': 'bracelet', 'accessory_color': 'NA'}"
"That male described as caucasian, with a dress, white shorts and blue boots, that has long white kinky hair. He has a ring.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'long', 'top': 'dress', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'white', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'ring', 'accessory_color': 'NA'}"
"This asian female, middle black straight hair, red coat, black pants and green boots, is wearing a necklace with the color violet.","{'race': 'asian', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'coat', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'necklace', 'accessory_color': 'violet'}"
"A male is wearing a shirt with the color yellow, orange skirt and sneakers with the color blue, has short brown kinky hair. The person also is wearing a pair of blue glasses.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'shirt', 'top_color': 'yellow', 'bottom': 'skirt', 'bottom_color': 'orange', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'glasses', 'accessory_color': 'blue'}"
"This man described as asian, weared a white jacket, trousers and black sneakers, that has black straight hair. He has a violet ring.","{'race': 'asian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'jacket', 'top_color': 'white', 'bottom': 'trousers', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'black', 'accessory': 'ring', 'accessory_color': 'violet'}"
"That white male with long black straight hair, had orange blouse, green skirt and slippers with the color yellow, who is wearing a hat with the color white.","{'race': 'white', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'orange', 'bottom': 'skirt', 'bottom_color': 'green', 'footwear': 'slippers', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'white'}"
"The asian woman has long brown kinky hair. She in red blouse, white pants and white shoes. She is wearing earrings with the color red.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'white', 'accessory': 'earrings', 'accessory_color': 'red'}"
A black person has blond kinky hair. The person weared blouse and green sandals. The person is wearing a violet bracelet.,"{'race': 'black', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'blouse', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'green', 'accessory': 'bracelet', 'accessory_color': 'violet'}"
"The black woman with short white straight hair, had a white suit, trousers with the color red and sneakers, who is wearing a pair of black gloves.","{'race': 'black', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'white', 'hair_len': 'short', 'top': 'suit', 'top_color': 'white', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'black'}"
"This caucasian male, black curly hair, green pants and green sneakers, is wearing red earrings.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'green', 'accessory': 'earrings', 'accessory_color': 'red'}"
"That black male, long hair, suit, orange trousers and yellow sandals, has a black ring.","{'race': 'black', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'suit', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'yellow', 'accessory': 'ring', 'accessory_color': 'black'}"
"A caucasian woman wears green suit, green trousers and orange sneakers, has gray curly hair. The person also is wearing a pair of violet sunglasses.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'suit', 'top_color': 'green', 'bottom': 'trousers', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'sunglasses', 'accessory_color': 'violet'}"
"The man, middle brown wavy hair, a red shirt, violet trousers and sandals with the color orange, has yellow belt.","{'race': 'NA', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'shirt', 'top_color': 'red', 'bottom': 'trousers', 'bottom_color': 'violet', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'belt', 'accessory_color': 'yellow'}"
"The man wears orange trousers and yellow sneakers, has white hair. The person also has white belt.","{'race': 'NA', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'orange', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'belt', 'accessory_color': 'white'}"
"A female has white kinky hair. She has black shirt, blue trousers and black boots. She is wearing a pair of glasses with the color orange.","{'race': 'NA', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'shirt', 'top_color': 'black', 'bottom': 'trousers', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'black', 'accessory': 'glasses', 'accessory_color': 'orange'}"
"That woman described as black, with a yellow tanktop and violet slippers, that has short gray wavy hair. She is wearing a blue bracelet.","{'race': 'black', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'tanktop', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'violet', 'accessory': 'bracelet', 'accessory_color': 'blue'}"
A asian female has wavy hair. She is wearing green sneakers. She carries a handbag with the color green.,"{'race': 'asian', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'green', 'accessory': 'handbag', 'accessory_color': 'green'}"
"The asian woman with shirt with the color white, blue shorts and blue boots, has blond hair. The person also is wearing a pair of yellow sunglasses.","{'race': 'asian', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'shirt', 'top_color': 'white', 'bottom': 'shorts', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'sunglasses', 'accessory_color': 'yellow'}"
"The white male had blouse with the color red, white skirt and white slippers, has long wavy hair. The person also is wear a violet scarf.","{'race': 'white', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'slippers', 'footwear_color': 'white', 'accessory': 'scarf', 'accessory_color': 'violet'}"
"That person described as black, in blue sneakers, that has long black kinky hair. The person has a orange ring.","{'race': 'black', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'ring', 'accessory_color': 'orange'}"
"The asian man in violet dress, violet pants and shoes with the color yellow, has long brown straight hair. The person also is wearing a blue bracelet.","{'race': 'asian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'dress', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'bracelet', 'accessory_color': 'blue'}"
"The asian person with long gray hair, is wearing orange blouse, violet trousers and boots with the color orange.","{'race': 'asian', 'gender': 'NA', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'orange', 'bottom': 'trousers', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'NA', 'accessory_color': 'NA'}"
"This white male with middle hair, is wearing violet coat, trousers with the color green and shoes with the color white, who is wearing a pair of violet gloves.","{'race': 'white', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'coat', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'green', 'footwear': 'shoes', 'footwear_color': 'white', 'accessory': 'gloves', 'accessory_color': 'violet'}"
"The asian male has long brown kinky hair. He has violet blouse, yellow skirt and boots. He is wearing a yellow hat.","{'race': 'asian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'violet', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'boots', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'yellow'}"
"This man with long gray curly hair, had black T-shirt, white jeans and green sneakers, who is wearing a pair of black sunglasses.","{'race': 'NA', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'T-shirt', 'top_color': 'black', 'bottom': 'jeans', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'green', 'accessory': 'sunglasses', 'accessory_color': 'black'}"
"That female described as black, with red tanktop, that has short white hair. She has belt with the color black.","{'race': 'black', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'white', 'hair_len': 'short', 'top': 'tanktop', 'top_color': 'red', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'belt', 'accessory_color': 'black'}"
"That black male with long black hair, in a orange suit and yellow sneakers, who is wearing a pair of sunglasses with the color violet.","{'race': 'black', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'black', 'hair_len': 'long', 'top': 'suit', 'top_color': 'orange', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'sunglasses', 'accessory_color': 'violet'}"
"This man with long wavy hair, with black T-shirt, blue skirt and sneakers with the color violet, who carries a handbag with the color violet.","{'race': 'NA', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'T-shirt', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'blue', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'handbag', 'accessory_color': 'violet'}"
"A asian woman weared coat, violet shorts and red sandals, has long black kinky hair. The person also has a ring.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'long', 'top': 'coat', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'violet', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'ring', 'accessory_color': 'NA'}"
"That caucasian person with short white curly hair, wears red jeans and white sneakers, who is wearing a black bracelet.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'red', 'footwear': 'sneakers', 'footwear_color': 'white', 'accessory': 'bracelet', 'accessory_color': 'black'}"
"The caucasian person with a blue dress, black shorts and white boots, has long white straight hair. The person also is wearing a pair of glasses with the color violet.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'white', 'hair_len': 'long', 'top': 'dress', 'top_color': 'blue', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'boots', 'footwear_color': 'white', 'accessory': 'glasses', 'accessory_color': 'violet'}"
"That asian man, short black wavy hair, red blouse, red skirt and yellow boots, has orange belt.","{'race': 'asian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'short', 'top': 'blouse', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'yellow', 'accessory': 'belt', 'accessory_color': 'orange'}"
